,Unnamed: 0,label,judul_clean,narasi_clean,stem_narasi,stem_judul,freq_tokens
48,48,1,ketua kpu umroh bareng jokowi,aneh menjelang pemilu kok bisanya ketua kpu umroh bareng jokowi kpu kpln pelanggaran,"['aneh', 'menjelang', 'pemilu', 'kok', 'bisanya', 'ketua', 'kpu', 'umroh', 'bareng', 'jokowi', 'kpu', 'kpln', 'pelanggaran']","['ketua', 'kpu', 'umroh', 'bareng', 'jokowi']",<FreqDist with 12 samples and 13 outcomes>
49,49,1,tiket promo kereta api hut bumn,jalan kereta yuk hayo jalan tiket kak promo,"['jalan', 'kereta', 'yuk', 'hayo', 'jalan', 'tiket', 'kak', 'promo']","['tiket', 'promo', 'kereta', 'api', 'hut', 'bumn']",<FreqDist with 7 samples and 8 outcomes>
50,50,1,simulasi orang gila bawa tp pemilu,simulasi orang gila bawa tp pemilu nantipertama dunia,"['simulasi', 'orang', 'gila', 'bawa', 'tp', 'pemilu', 'nantipertama', 'dunia']","['simulasi', 'orang', 'gila', 'bawa', 'tp', 'pemilu']",<FreqDist with 8 samples and 8 outcomes>
51,51,1,broadcast whatsapp info test seleksi gttptt,tabe keluargata yang guru sama info,"['tabe', 'keluargata', 'yang', 'guru', 'sama', 'info']","['broadcast', 'whatsapp', 'info', 'test', 'seleksi', 'gttptt']",<FreqDist with 6 samples and 6 outcomes>
52,52,1,puan maharani buka posko logistik reuni,info alumni harap hindari posko mona posko milik puan maharani istiql sebarkan jamaah tau,"['info', 'alumni', 'harap', 'hindari', 'posko', 'mona', 'posko', 'milik', 'puan', 'maharani', 'istiql', 'sebarkan', 'jamaah', 'tau']","['puan', 'maharani', 'buka', 'posko', 'logistik', 'reuni']",<FreqDist with 13 samples and 14 outcomes>
53,53,1,penerbangan pesawat hercul grati palu keluarga korban gempa tsunami,jadwal hercul malam jam subuh besok lanud makassar,"['jadwal', 'hercul', 'malam', 'jam', 'subuh', 'besok', 'lanud', 'makassar']","['penerbangan', 'pesawat', 'hercul', 'grati', 'palu', 'keluarga', 'korban', 'gempa', 'tsunami']",<FreqDist with 8 samples and 8 outcomes>
54,54,1,capt pribadi pengemudi pesawat mengijinkan hj neno warisman,capt pribadi pengemudi pesawat mengijinkan hj neno warisman sang dedengkot gerakan makar sistem pengera suara pesawat,"['capt', 'pribadi', 'pengemudi', 'pesawat', 'mengijinkan', 'hj', 'neno', 'warisman', 'sang', 'dedengkot', 'gerakan', 'makar', 'sistem', 'pengera', 'suara', 'pesawat']","['capt', 'pribadi', 'pengemudi', 'pesawat', 'mengijinkan', 'hj', 'neno', 'warisman']",<FreqDist with 15 samples and 16 outcomes>
55,55,0,coach indra sjafri digaji ikhla,kendati suks mengantarkan timna indonesia juara piala aff lolo putaran final piala asia,"['kendati', 'suks', 'mengantarkan', 'timna', 'indonesia', 'juara', 'piala', 'aff', 'lolo', 'putaran', 'final', 'piala', 'asia']","['coach', 'indra', 'sjafri', 'digaji', 'ikhla']",<FreqDist with 12 samples and 13 outcomes>
56,56,1,alquran diklaim alquran palsu beredar,alquran palsu karang orang kafir,"['alquran', 'palsu', 'karang', 'orang', 'kafir']","['alquran', 'diklaim', 'alquran', 'palsu', 'beredar']",<FreqDist with 5 samples and 5 outcomes>
57,57,1,yelyel kecebong merencanakan menyusup cfd,ane sebarin deh videonya nih lihat yelyel kecebong yang merencanakan menyusup cfd menghancurkan hastag cc putri riau allah sebaikbaik pembala tipu daya,"['ane', 'sebarin', 'deh', 'videonya', 'nih', 'lihat', 'yelyel', 'kecebong', 'yang', 'merencanakan', 'menyusup', 'cfd', 'menghancurkan', 'hastag', 'cc', 'putri', 'riau', 'allah', 'sebaikbaik', 'pembala', 'tipu', 'daya']","['yelyel', 'kecebong', 'merencanakan', 'menyusup', 'cfd']",<FreqDist with 22 samples and 22 outcomes>
58,58,0,kronolog polisi berondong sedan terobo razia lubuklinggau,innalillah lalai terobo razia mobil berisi keluarga ditembaki polisi orang tewa,"['innalillah', 'lalai', 'terobo', 'razia', 'mobil', 'berisi', 'keluarga', 'ditembaki', 'polisi', 'orang', 'tewa']","['kronolog', 'polisi', 'berondong', 'sedan', 'terobo', 'razia', 'lubuklinggau']",<FreqDist with 11 samples and 11 outcomes>
59,59,0,kemristekdikti undang dosen ase profesor kela dunia,dosen ase profesor kela dunia orang indonesia mengikuti program mengajar universita negeri koneksi peraih nobel direktur jender sumber daya iptek dikti kemristekdikti ali ghufron mukti jakarta selasa,"['dosen', 'ase', 'profesor', 'kela', 'dunia', 'orang', 'indonesia', 'mengikuti', 'program', 'mengajar', 'universita', 'negeri', 'koneksi', 'peraih', 'nobel', 'direktur', 'jender', 'sumber', 'daya', 'iptek', 'dikti', 'kemristekdikti', 'ali', 'ghufron', 'mukti', 'jakarta', 'selasa']","['kemristekdikti', 'undang', 'dosen', 'ase', 'profesor', 'kela', 'dunia']",<FreqDist with 27 samples and 27 outcomes>
60,60,1,kecam pernyataan said aqil neno warisman terima,kecam pernyataan said aqil neno warisman terima pernyataan kontroversi ketua pbnu said aqil siradj menonton film porno dengarkan ceramah radik istighfar kecaman pegiat pendidikan anak neno warisman menuliskan kemarahannya tulisan,"['kecam', 'pernyataan', 'said', 'aqil', 'neno', 'warisman', 'terima', 'pernyataan', 'kontroversi', 'ketua', 'pbnu', 'said', 'aqil', 'siradj', 'menonton', 'film', 'porno', 'dengarkan', 'ceramah', 'radik', 'istighfar', 'kecaman', 'pegiat', 'pendidikan', 'anak', 'neno', 'warisman', 'menuliskan', 'kemarahannya', 'tulisan']","['kecam', 'pernyataan', 'said', 'aqil', 'neno', 'warisman', 'terima']",<FreqDist with 25 samples and 30 outcomes>
61,61,1,memerangi allah of kung fu,nama hasil translat otomati googl game aslinya berjudul galaxi fight god of kung fu,"['nama', 'hasil', 'translat', 'otomati', 'googl', 'game', 'aslinya', 'berjudul', 'galaxi', 'fight', 'god', 'of', 'kung', 'fu']","['memerangi', 'allah', 'of', 'kung', 'fu']",<FreqDist with 14 samples and 14 outcomes>
62,62,1,permen susu mengandung narkoba,assalamualaikum informasi teman dokter anaknya bidan banyuma makan permen susu teru enggak makan ngefli disarankan teman dokter purbalingga membawa permen tersebut bnn hasilnya positif mengandung narkoba jeni benzodiazepin,"['assalamualaikum', 'informasi', 'teman', 'dokter', 'anaknya', 'bidan', 'banyuma', 'makan', 'permen', 'susu', 'teru', 'enggak', 'makan', 'ngefli', 'disarankan', 'teman', 'dokter', 'purbalingga', 'membawa', 'permen', 'tersebut', 'bnn', 'hasilnya', 'positif', 'mengandung', 'narkoba', 'jeni', 'benzodiazepin']","['permen', 'susu', 'mengandung', 'narkoba']",<FreqDist with 24 samples and 28 outcomes>
63,63,1,konser ani sandi no menang telak,gue menang telak,"['gue', 'menang', 'telak']","['konser', 'ani', 'sandi', 'no', 'menang', 'telak']",<FreqDist with 3 samples and 3 outcomes>
64,64,1,poster aksi damai bela islam mencantumkan nama foto gatot nurmantyo,beredarnya poster aksi damai bela islam viral media sosial poster nama foto panglima tni jender gatot nurmantyo,"['beredarnya', 'poster', 'aksi', 'damai', 'bela', 'islam', 'viral', 'media', 'sosial', 'poster', 'nama', 'foto', 'panglima', 'tni', 'jender', 'gatot', 'nurmantyo']","['poster', 'aksi', 'damai', 'bela', 'islam', 'mencantumkan', 'nama', 'foto', 'gatot', 'nurmantyo']",<FreqDist with 16 samples and 17 outcomes>
65,65,0,surat syarat hak pilih pilkada dki jakarta,pengumuman pilkada dki pemilih wajib ambil surat on feb dengan penguru rt sampai feb surat diambil langsung pemilik rt kembalikan kpu warga dki yang milik memilih jam bawa ektp suket kakak asli pakai suara hangu tolong sebarkan thank you,"['pengumuman', 'pilkada', 'dki', 'pemilih', 'wajib', 'ambil', 'surat', 'on', 'feb', 'dengan', 'penguru', 'rt', 'sampai', 'feb', 'surat', 'diambil', 'langsung', 'pemilik', 'rt', 'kembalikan', 'kpu', 'warga', 'dki', 'yang', 'milik', 'memilih', 'jam', 'bawa', 'ektp', 'suket', 'kakak', 'asli', 'pakai', 'suara', 'hangu', 'tolong', 'sebarkan', 'thank', 'you']","['surat', 'syarat', 'hak', 'pilih', 'pilkada', 'dki', 'jakarta']",<FreqDist with 35 samples and 39 outcomes>
66,66,1,pernyataan danjen kopassu dukung fpi,tni wara kecuali wereng coklatkenapa begitu ya sih sejarah buruk terulang kembalikan seram banget danjen kopassu fpi orma terbesar suka membantu memberanta kemahsiatan dibubarkan orma preman suka membekingi kemahsiatan suka bikin resah masyarakat,"['tni', 'wara', 'kecuali', 'wereng', 'coklatkenapa', 'begitu', 'ya', 'sih', 'sejarah', 'buruk', 'terulang', 'kembalikan', 'seram', 'banget', 'danjen', 'kopassu', 'fpi', 'orma', 'terbesar', 'suka', 'membantu', 'memberanta', 'kemahsiatan', 'dibubarkan', 'orma', 'preman', 'suka', 'membekingi', 'kemahsiatan', 'suka', 'bikin', 'resah', 'masyarakat']","['pernyataan', 'danjen', 'kopassu', 'dukung', 'fpi']",<FreqDist with 29 samples and 33 outcomes>
67,67,1,gambar salib barang bantuan bencana,hati hati teliti menerima bentuk bantuan korban gempa gambar salib handuk bantuan yang edarkan,"['hati', 'hati', 'teliti', 'menerima', 'bentuk', 'bantuan', 'korban', 'gempa', 'gambar', 'salib', 'handuk', 'bantuan', 'yang', 'edarkan']","['gambar', 'salib', 'barang', 'bantuan', 'bencana']",<FreqDist with 12 samples and 14 outcomes>
68,68,1,aksi penghargaan rekor dunia,tersebar gambar piagam aksi penghargaan rekor dunia,"['tersebar', 'gambar', 'piagam', 'aksi', 'penghargaan', 'rekor', 'dunia']","['aksi', 'penghargaan', 'rekor', 'dunia']",<FreqDist with 7 samples and 7 outcomes>
69,69,1,foto petinggi kepolisian mengizinkan demo neo pki,demo neo pki sudah ijin buntelan kentut maaf ralat petinggi kepolisian tinggal tunggu gender perang ditabuh saja,"['demo', 'neo', 'pki', 'sudah', 'ijin', 'buntelan', 'kentut', 'maaf', 'ralat', 'petinggi', 'kepolisian', 'tinggal', 'tunggu', 'gender', 'perang', 'ditabuh', 'saja']","['foto', 'petinggi', 'kepolisian', 'mengizinkan', 'demo', 'neo', 'pki']",<FreqDist with 17 samples and 17 outcomes>
70,70,1,tulisan teriakan pancasila mu dari abdul muti med,teriakan pancasila mu dari abdul muti med sekum pp muhamadyah,"['teriakan', 'pancasila', 'mu', 'dari', 'abdul', 'muti', 'med', 'sekum', 'pp', 'muhamadyah']","['tulisan', 'teriakan', 'pancasila', 'mu', 'dari', 'abdul', 'muti', 'med']",<FreqDist with 10 samples and 10 outcomes>
71,71,1,petuga rapid test jarang mengganti sarung tangan tularkan covid pasien,tibatiba andapanjenengan terjebak operasi rapid te dadakanujug ujug petuga mengharuskan mengikuti rapid te diperhatikan sarung tangan petug sarung tangan dipakai ituitu dipakai ganti ganti dimana petuga pegang orangoasien rapid te ganti sarung tangan petuga memegang andapanjenengan letak rawannya penularan viru nya enggak tau petuga enggak tau orang dipegang orang positifreaktif negatif penularan ditempat rapid te massal,"['tibatiba', 'andapanjenengan', 'terjebak', 'operasi', 'rapid', 'te', 'dadakanujug', 'ujug', 'petuga', 'mengharuskan', 'mengikuti', 'rapid', 'te', 'diperhatikan', 'sarung', 'tangan', 'petug', 'sarung', 'tangan', 'dipakai', 'ituitu', 'dipakai', 'ganti', 'ganti', 'dimana', 'petuga', 'pegang', 'orangoasien', 'rapid', 'te', 'ganti', 'sarung', 'tangan', 'petuga', 'memegang', 'andapanjenengan', 'letak', 'rawannya', 'penularan', 'viru', 'nya', 'enggak', 'tau', 'petuga', 'enggak', 'tau', 'orang', 'dipegang', 'orang', 'positifreaktif', 'negatif', 'penularan', 'ditempat', 'rapid', 'te', 'massal']","['petuga', 'rapid', 'test', 'jarang', 'mengganti', 'sarung', 'tangan', 'tularkan', 'covid', 'pasien']",<FreqDist with 35 samples and 56 outcomes>
72,72,1,video dokter bule,nih dokter bule mengomong mengasih data lengkap detail intinya covid saja enggak mematikan sembuh meningg penyakit dimasukkan daftar covid mengira sinih saja lockdown psbb menimbulkan dampak buruk diband covid,"['nih', 'dokter', 'bule', 'mengomong', 'mengasih', 'data', 'lengkap', 'detail', 'intinya', 'covid', 'saja', 'enggak', 'mematikan', 'sembuh', 'meningg', 'penyakit', 'dimasukkan', 'daftar', 'covid', 'mengira', 'sinih', 'saja', 'lockdown', 'psbb', 'menimbulkan', 'dampak', 'buruk', 'diband', 'covid']","['video', 'dokter', 'bule']",<FreqDist with 26 samples and 29 outcomes>
73,73,1,vietnam korban meningg covid teh lemon,kabar gembira istimewa vietnam korban covid yang matiberita super obat viru covid tercapai informasi negara vietnam viru covid menyebabkan kematian resepnya sederhana ampuh teh lemonminumlah teh pana campur perasan lemondapat membunuh viru covid sepenuhnya menghilangkan viru covid tubuh bahan sistem kekebalan tubuh bersifat basa malam sistem tubuh asam kemampuan detensif berkurang orang vietnam santai menyebarnya viru covid vietnam orang minum segela air pana lemon malam terbukti membunuh viru covid total bagikan resep sakti memburu pahala resep sederhana efektif terinfeksi viru covid izin tuhan ymeselamat mencoba,"['kabar', 'gembira', 'istimewa', 'vietnam', 'korban', 'covid', 'yang', 'matiberita', 'super', 'obat', 'viru', 'covid', 'tercapai', 'informasi', 'negara', 'vietnam', 'viru', 'covid', 'menyebabkan', 'kematian', 'resepnya', 'sederhana', 'ampuh', 'teh', 'lemonminumlah', 'teh', 'pana', 'campur', 'perasan', 'lemondapat', 'membunuh', 'viru', 'covid', 'sepenuhnya', 'menghilangkan', 'viru', 'covid', 'tubuh', 'bahan', 'sistem', 'kekebalan', 'tubuh', 'bersifat', 'basa', 'malam', 'sistem', 'tubuh', 'asam', 'kemampuan', 'detensif', 'berkurang', 'orang', 'vietnam', 'santai', 'menyebarnya', 'viru', 'covid', 'vietnam', 'orang', 'minum', 'segela', 'air', 'pana', 'lemon', 'malam', 'terbukti', 'membunuh', 'viru', 'covid', 'total', 'bagikan', 'resep', 'sakti', 'memburu', 'pahala', 'resep', 'sederhana', 'efektif', 'terinfeksi', 'viru', 'covid', 'izin', 'tuhan', 'ymeselamat', 'mencoba']","['vietnam', 'korban', 'meningg', 'covid', 'teh', 'lemon']",<FreqDist with 59 samples and 85 outcomes>
74,74,1,ratusan warga china menetap indonesia singapura viru corona,ratusan warga china menetap indonesia pagi meninggalkan indonesia singapura situasi viru corona menyerang indonesia situasi indonesia normal,"['ratusan', 'warga', 'china', 'menetap', 'indonesia', 'pagi', 'meninggalkan', 'indonesia', 'singapura', 'situasi', 'viru', 'corona', 'menyerang', 'indonesia', 'situasi', 'indonesia', 'normal']","['ratusan', 'warga', 'china', 'menetap', 'indonesia', 'singapura', 'viru', 'corona']",<FreqDist with 13 samples and 17 outcomes>
75,75,1,orang terinfeksi viru corona parepar,orang terinfeksi viru corona parepar waspada ki main main,"['orang', 'terinfeksi', 'viru', 'corona', 'parepar', 'waspada', 'ki', 'main', 'main']","['orang', 'terinfeksi', 'viru', 'corona', 'parepar']",<FreqDist with 8 samples and 9 outcomes>
76,76,1,the simpson memprediksi corona viru china,meremehkan the simpson the simpson corona viru china,"['meremehkan', 'the', 'simpson', 'the', 'simpson', 'corona', 'viru', 'china']","['the', 'simpson', 'memprediksi', 'corona', 'viru', 'china']",<FreqDist with 6 samples and 8 outcomes>
77,77,1,membakar alquran jari tangan pria menghitam membusuk mengeluarkan bau menjijikan,azab pedih menimpa warga negara amerika merobekrobek membakar alquran terkena penyakit misteri jari tangannya melepuh membusuk menghitam lukanya menimbulkan aroma sedap,"['azab', 'pedih', 'menimpa', 'warga', 'negara', 'amerika', 'merobekrobek', 'membakar', 'alquran', 'terkena', 'penyakit', 'misteri', 'jari', 'tangannya', 'melepuh', 'membusuk', 'menghitam', 'lukanya', 'menimbulkan', 'aroma', 'sedap']","['membakar', 'alquran', 'jari', 'tangan', 'pria', 'menghitam', 'membusuk', 'mengeluarkan', 'bau', 'menjijikan']",<FreqDist with 21 samples and 21 outcomes>
78,78,1,marak lowongan kerja mengatasnamakan perusahaannya pt inalum masyarakat waspada,manaj huma pt inalum bambang heru prayoga informasi sebutkan hoak penipuan harap masyarakat terkena penipuan rekrutmen nama inalum,"['manaj', 'huma', 'pt', 'inalum', 'bambang', 'heru', 'prayoga', 'informasi', 'sebutkan', 'hoak', 'penipuan', 'harap', 'masyarakat', 'terkena', 'penipuan', 'rekrutmen', 'nama', 'inalum']","['marak', 'lowongan', 'kerja', 'mengatasnamakan', 'perusahaannya', 'pt', 'inalum', 'masyarakat', 'waspada']",<FreqDist with 16 samples and 18 outcomes>
79,79,1,cepat cek jantung air es batu,kesehatan jantung te sederhana mendeteksi sehat jantung menjaga jantung berfungsi kehidupan sehat jangka,"['kesehatan', 'jantung', 'te', 'sederhana', 'mendeteksi', 'sehat', 'jantung', 'menjaga', 'jantung', 'berfungsi', 'kehidupan', 'sehat', 'jangka']","['cepat', 'cek', 'jantung', 'air', 'es', 'batu']",<FreqDist with 10 samples and 13 outcomes>
80,80,1,presiden jokowi melecehkan bendera merah putih,coba dilhat melecehkan bendara indonesia tahan polda metro pegang bendara merah putih tangan mohon kekuatan hukum advokat pengacara tolong didampingin anak stm kasihan membelanya,"['coba', 'dilhat', 'melecehkan', 'bendara', 'indonesia', 'tahan', 'polda', 'metro', 'pegang', 'bendara', 'merah', 'putih', 'tangan', 'mohon', 'kekuatan', 'hukum', 'advokat', 'pengacara', 'tolong', 'didampingin', 'anak', 'stm', 'kasihan', 'membelanya']","['presiden', 'jokowi', 'melecehkan', 'bendera', 'merah', 'putih']",<FreqDist with 23 samples and 24 outcomes>
81,81,1,suntingan video merri riana indonesia bubar,viral indonesia bubar video merri riana asli tonton habi,"['viral', 'indonesia', 'bubar', 'video', 'merri', 'riana', 'asli', 'tonton', 'habi']","['suntingan', 'video', 'merri', 'riana', 'indonesia', 'bubar']",<FreqDist with 9 samples and 9 outcomes>
82,82,1,berbau jawa jayapura hancur,video jayapura bandara dikaw marinir dievakuasi yang berbau jawa hancur,"['video', 'jayapura', 'bandara', 'dikaw', 'marinir', 'dievakuasi', 'yang', 'berbau', 'jawa', 'hancur']","['berbau', 'jawa', 'jayapura', 'hancur']",<FreqDist with 10 samples and 10 outcomes>
83,83,0,bahaya dage kurban dibungku kresek hitam,yusuf ridwan kantong plastik kresek berwarna hitam mengandung zat karsinogen zat pewarna tercampur dage akibat kontaminasi zat menyebabkan kanker lamayusuf ridwan kantong plastik kresek berwarna hitam mengandung zat karsinogen zat pewarna tercampur dage akibat kontaminasi zat menyebabkan kanker,"['yusuf', 'ridwan', 'kantong', 'plastik', 'kresek', 'berwarna', 'hitam', 'mengandung', 'zat', 'karsinogen', 'zat', 'pewarna', 'tercampur', 'dage', 'akibat', 'kontaminasi', 'zat', 'menyebabkan', 'kanker', 'lamayusuf', 'ridwan', 'kantong', 'plastik', 'kresek', 'berwarna', 'hitam', 'mengandung', 'zat', 'karsinogen', 'zat', 'pewarna', 'tercampur', 'dage', 'akibat', 'kontaminasi', 'zat', 'menyebabkan', 'kanker']","['bahaya', 'dage', 'kurban', 'dibungku', 'kresek', 'hitam']",<FreqDist with 18 samples and 38 outcomes>
84,84,1,sama hendropriyono meningg singapura,innalilahiwainalrajiun mati pembantai rakyat hendroprayono singaporejgn ucapi meninggalkarna pembantai manusia,"['innalilahiwainalrajiun', 'mati', 'pembantai', 'rakyat', 'hendroprayono', 'singaporejgn', 'ucapi', 'meninggalkarna', 'pembantai', 'manusia']","['sama', 'hendropriyono', 'meningg', 'singapura']",<FreqDist with 9 samples and 10 outcomes>
85,85,0,penjelasan terkait video truk kontain bergambar jokowimaruf amin,truk semi kontain paslon kirakira membawa,"['truk', 'semi', 'kontain', 'paslon', 'kirakira', 'membawa']","['penjelasan', 'terkait', 'video', 'truk', 'kontain', 'bergambar', 'jokowimaruf', 'amin']",<FreqDist with 6 samples and 6 outcomes>
86,86,1,bahaya semutkutu jepang untuk diabet,info bahaya semutkutu jepang untuk diabet sahabat saya magelang pengidap diabet kmd konsumsi semutkutu jepang yang mengobati diabet semut mengeluarkan insulin mengkonsumsi semutkutu jepang ususnya terkena bakteri rusak dipotong ususnya,"['info', 'bahaya', 'semutkutu', 'jepang', 'untuk', 'diabet', 'sahabat', 'saya', 'magelang', 'pengidap', 'diabet', 'kmd', 'konsumsi', 'semutkutu', 'jepang', 'yang', 'mengobati', 'diabet', 'semut', 'mengeluarkan', 'insulin', 'mengkonsumsi', 'semutkutu', 'jepang', 'ususnya', 'terkena', 'bakteri', 'rusak', 'dipotong', 'ususnya']","['bahaya', 'semutkutu', 'jepang', 'untuk', 'diabet']",<FreqDist with 23 samples and 30 outcomes>
